,Position,Driver,Car,Time
10,1,Lewis Hamilton,Mercedes,2:01.012
1,2,Sebastian Vettel,Red Bull Racing Renault,2:01.200
2,3,Mark Webber,Red Bull Racing Renault,2:01.325
9,4,Nico Rosberg,Mercedes,2:02.251
14,5,Paul di Resta,Force India Mercedes,2:02.332
5,6,Jenson Button,McLaren Mercedes,2:03.075
8,7,Romain Grosjean,Lotus Renault,2:03.081
7,8,Kimi Räikkönen,Lotus Renault,2:03.390
3,9,Fernando Alonso,Ferrari,2:03.482
4,10,Felipe Massa,Ferrari,2:04.059
11,11,Nico Hulkenberg,Sauber Ferrari,1:49.088
15,12,Adrian Sutil,Force India Mercedes,1:49.103
6,13,Sergio Perez,McLaren Mercedes,1:49.304
21,14,Giedo van der Garde,Caterham Renault,1:52.036
22,15,Jules Bianchi,Marussia Cosworth,1:52.563
23,16,Max Chilton,Marussia Cosworth,1:52.762
16,17,Pastor Maldonado,Williams Renault,2:03.072
18,18,Jean-Eric Vergne,STR Ferrari,2:03.300
19,19,Daniel Ricciardo,STR Ferrari,2:03.317
17,20,Valtteri Bottas,Williams Renault,2:03.432
12,21,Esteban Gutierrez ,Sauber Ferrari,2:04.324
20,22,Charles Pic,Caterham Renault,2:07.384
