,Position,Driver,Car,Time / Gap
1,1,Ayrton Senna,McLaren Honda,1:21.856
6,2,Riccardo Patrese,Williams Renault,+0.109s
2,3,Gerhard Berger,McLaren Honda,+0.320s
4,4,Stefano Modena,Tyrrell Honda,+0.863s
19,5,Roberto Moreno,Benetton Ford,+0.934s
5,6,Nigel Mansell,Williams Renault,+1.341s
20,7,Nelson Piquet,Benetton Ford,+1.374s
27,8,Alain Prost,Ferrari,+1.400s
21,9,Emanuele Pirro,Dallara Judd,+1.403s
28,10,Jean Alesi,Ferrari,+1.428s
22,11,Jyrki Jarvilehto,Dallara Judd,+1.534s
3,12,Satoru Nakajima,Tyrrell Honda,+1.661s
23,13,Pierluigi Martini,Minardi Ferrari,+1.990s
17,14,Gabriele Tarquini,AGS Ford,+2.273s
8,15,Mark Blundell,Brabham Yamaha,+2.579s
15,16,Mauricio Gugelmin,Leyton House Ilmor,+2.592s
29,17,Eric Bernard,Lola Ford,+2.791s
33,18,Andrea de Cesaris,Jordan Ford,+3.060s
26,19,Erik Comas,Ligier Lamborghini,+3.478s
30,20,Aguri Suzuki,Lola Ford,+3.484s
9,21,Michele Alboreto,Footwork Porsche,+3.595s
25,22,Thierry Boutsen,Ligier Lamborghini,+3.788s
32,23,Bertrand Gachot,Jordan Ford,+3.849s
16,24,Ivan Capelli,Leyton House Ilmor,+4.680s
12,25,Julian Bailey,Lotus Judd,+4.720s
24,26,Gianni Morbidelli,Minardi Ferrari,+4.839s
11,27,Mika Hakkinen,Lotus Judd,+5.477s
18,28,Fabrizio Barbazza,AGS Ford,+6.189s
10,29,Alex Caffi,Footwork Porsche,+6.547s
