,Position,Driver,Car,Time
1,1,Fernando Alonso,Renault,1:13.962
9,2,Mark Webber,Williams Cosworth,1:14.082
3,3,Kimi Räikkönen,McLaren Mercedes,1:14.140
4,4,Juan Pablo Montoya,McLaren Mercedes,1:14.664
11,5,Rubens Barrichello,Honda,1:15.804
8,6,Jarno Trulli,Toyota,1:15.857
14,7,David Coulthard,RBR Ferrari,1:16.426
10,8,Nico Rosberg,Williams Cosworth,1:16.636
2,9,Giancarlo Fisichella,Renault,1:17.260
7,10,Ralf Schumacher,Toyota,1:14.398
15,11,Christian Klien,RBR Ferrari,1:14.747
20,12,Vitantonio Liuzzi,STR Cosworth,1:14.969
12,13,Jenson Button,Honda,1:14.982
17,14,Jacques Villeneuve,Sauber BMW,1:15.052
16,15,Nick Heidfeld,Sauber BMW,1:15.137
19,16,Christijan Albers,MF1 Toyota,1:15.598
18,17,Tiago Monteiro,MF1 Toyota,1:15.993
21,18,Scott Speed,STR Cosworth,1:16.236
22,19,Takuma Sato,Super Aguri Honda,1:17.276
23,20,Franck Montagny,Super Aguri Honda,1:17.502
6,21,Felipe Massa,Ferrari,
5,22,Michael Schumacher,Ferrari,1:13.898
