,Position,Driver,Car,Time
1,1,Sebastian Vettel,Red Bull Racing Renault,1:25.425
10,2,Lewis Hamilton,Mercedes,1:25.512
17,3,Valtteri Bottas,Williams Renault,1:25.897
9,4,Nico Rosberg,Mercedes,1:26.008
2,5,Mark Webber,Red Bull Racing Renault,1:26.208
3,6,Fernando Alonso,Ferrari,1:26.504
18,7,Jean-Eric Vergne,STR Ferrari,1:26.543
15,8,Adrian Sutil,Force India Mercedes,1:27.348
11,9,Nico Hulkenberg,Sauber Ferrari,1:29.435
7,10,Kimi Räikkönen,Lotus Renault,1:27.432
19,11,Daniel Ricciardo,STR Ferrari,1:27.946
6,12,Sergio Perez,McLaren Mercedes,1:29.761
16,13,Pastor Maldonado,Williams Renault,1:29.917
5,14,Jenson Button,McLaren Mercedes,1:30.068
12,15,Esteban Gutierrez ,Sauber Ferrari,1:30.315
4,16,Felipe Massa,Ferrari,1:30.354
14,17,Paul di Resta,Force India Mercedes,1:24.908
20,18,Charles Pic,Caterham Renault,1:25.626
22,19,Jules Bianchi,Marussia Cosworth,1:26.508
23,20,Max Chilton,Marussia Cosworth,1:27.062
21,21,Giedo van der Garde,Caterham Renault,1:27.110
8,22,Romain Grosjean,Lotus Renault,1:25.716
