,Position,Driver,Car,Time
9,1,Jarno Trulli,Toyota,1:33.431
10,2,Timo Glock,Toyota,1:33.712
15,3,Sebastian Vettel,RBR Renault,1:34.015
22,4,Jenson Button,Brawn Mercedes,1:34.044
1,5,Lewis Hamilton,McLaren Mercedes,1:34.196
23,6,Rubens Barrichello,Brawn Mercedes,1:34.239
7,7,Fernando Alonso,Renault,1:34.578
3,8,Felipe Massa,Ferrari,1:34.818
16,9,Nico Rosberg,Williams Toyota,1:35.134
4,10,Kimi Räikkönen,Ferrari,1:35.380
2,11,Heikki Kovalainen,McLaren Mercedes,1:33.242
17,12,Kazuki Nakajima,Williams Toyota,1:33.348
5,13,Robert Kubica,Sauber BMW,1:33.487
6,14,Nick Heidfeld,Sauber BMW,1:33.562
8,15,Nelson Piquet,Renault,1:33.941
12,16,Sebastien Buemi,STR Ferrari,1:33.753
21,17,Giancarlo Fisichella,Force India Mercedes,1:33.910
14,18,Mark Webber,RBR Renault,1:34.038
20,19,Adrian Sutil,Force India Mercedes,1:33.722
11,20,Sebastien Bourdais,STR Ferrari,1:34.159
