,Position,Driver,Car,Time
2,1,Lewis Hamilton,McLaren Mercedes,1:12.331
1,2,Fernando Alonso,McLaren Mercedes,1:12.500
5,3,Felipe Massa,Ferrari,1:12.703
6,4,Kimi Räikkönen,Ferrari,1:12.839
9,5,Nick Heidfeld,Sauber BMW,1:12.847
4,6,Heikki Kovalainen,Renault,1:13.308
10,7,Sebastian Vettel,Sauber BMW,1:13.513
12,8,Jarno Trulli,Toyota,1:13.789
15,9,Mark Webber,Red Bull Renault,1:13.871
3,10,Giancarlo Fisichella,Renault,1:13.953
14,11,David Coulthard,Red Bull Renault,1:12.873
11,12,Ralf Schumacher,Toyota,1:12.920
7,13,Jenson Button,Honda,1:12.998
16,14,Nico Rosberg,Williams Toyota,1:13.060
8,15,Rubens Barrichello,Honda,1:13.201
23,16,Anthony Davidson,Super Aguri Honda,1:13.259
17,17,Alexander Wurz,Williams Toyota,1:13.441
22,18,Takuma Sato,Super Aguri Honda,1:13.477
18,19,Vitantonio Liuzzi,STR Ferrari,1:13.484
19,20,Scott Speed,STR Ferrari,1:13.712
20,21,Adrian Sutil,Spyker Ferrari,1:14.122
21,22,Christijan Albers,Spyker Ferrari,1:14.597
