,Position,Driver,Car,Time
11,1,Jackie Stewart,Tyrrell Ford,1:23.200
4,2,Jacky Ickx,Ferrari,1:24.400
14,3,Jo Siffert,BRM,1:24.800
20,4,Chris Amon,Matra,1:24.800
15,5,Pedro Rodriguez,BRM,1:25.100
9,6,Denny Hulme,McLaren Ford,1:25.300
21,7,Jean-Pierre Beltoise,Matra,1:25.600
17,8,Ronnie Peterson,March Alfa Romeo,1:25.800
7,9,Graham Hill,Brabham Ford,1:26.000
22,10,John Surtees,Surtees Ford,1:26.000
3,11,Clay Regazzoni,Ferrari,1:26.100
2,12,Reine   Wisell,Lotus Pratt & Whitney,1:26.700
27,13,Henri Pescarolo,March Ford,1:26.700
10,14,Peter  Gethin ,McLaren Ford,1:26.900
12,15,Francois  Cevert ,Tyrrell Ford,1:27.200
24,16,Rolf Stommelen,Surtees Ford,1:27.200
1,17,Emerson Fittipaldi,Lotus Pratt & Whitney,1:27.700
8,18,Tim   Schenken,Brabham Ford,1:28.300
