,Position,Driver,Car,Time
6,1,Nico Rosberg,Mercedes,1:56.824
44,2,Lewis Hamilton,Mercedes,1:56.929
3,3,Daniel Ricciardo,Red Bull Racing Renault,1:57.969
26,4,Daniil Kvyat,Red Bull Racing Renault,1:58.434
11,5,Sergio Perez,Force India Mercedes,1:59.210
27,6,Nico Hulkenberg,Force India Mercedes,1:59.333
19,7,Felipe Massa,Williams Mercedes,1:59.999
33,8,Max Verstappen,STR Renault,2:00.199
14,9,Fernando Alonso,McLaren Honda,2:00.265
8,10,Romain Grosjean,Lotus Mercedes,2:00.595
22,11,Jenson Button,McLaren Honda,2:01.193
13,12,Pastor Maldonado,Lotus Mercedes,2:01.604
5,13,Sebastian Vettel,Ferrari,1:58.596
9,14,Marcus Ericsson,Sauber Ferrari,2:02.212
12,15,Felipe Nasr,Sauber Ferrari,2:03.194
77,16,Valtteri Bottas,Williams Mercedes,2:00.334
53,17,Alexander Rossi,Marussia Ferrari,2:04.176
7,18,Kimi Räikkönen,Ferrari,1:59.703
28,19,Will Stevens,Marussia Ferrari,2:04.526
55,20,Carlos Sainz,STR Renault,2:07.304
