,Position,Driver,Car,Time
6,1,Nico Rosberg,Mercedes,1:33.185
44,2,Lewis Hamilton,Mercedes,1:33.464
77,3,Valtteri Bottas,Williams Mercedes,1:34.247
11,4,Sergio Perez,Force India Mercedes,1:34.346
7,5,Kimi Räikkönen,Ferrari,1:34.368
22,6,Jenson Button,McLaren Mercedes,1:34.387
19,7,Felipe Massa,Williams Mercedes,1:34.511
20,8,Kevin Magnussen,McLaren Mercedes,1:34.712
14,9,Fernando Alonso,Ferrari,1:34.992
1,10,Sebastian Vettel,Red Bull Racing Renault,1:34.985
27,11,Nico Hulkenberg,Force India Mercedes,1:35.116
26,12,Daniil Kvyat,STR Renault,1:35.145
3,13,Daniel Ricciardo,Red Bull Racing Renault,1:34.051
25,14,Jean-Eric Vergne,STR Renault,1:35.286
21,15,Esteban Gutierrez ,Sauber Ferrari,1:35.891
8,16,Romain Grosjean,Lotus Renault,1:35.908
13,17,Pastor Maldonado,Lotus Renault,1:36.663
10,18,Kamui Kobayashi,Caterham Renault,1:37.085
17,19,Jules Bianchi,Marussia Ferrari,1:37.310
9,20,Marcus Ericsson,Caterham Renault,1:37.875
4,21,Max Chilton,Marussia Ferrari,1:37.913
99,22,Adrian Sutil,Sauber Ferrari,1:36.840
