,Position,Driver,Car,Time
77,1,Valtteri Bottas,Mercedes,1:15.875
44,2,Lewis Hamilton,Mercedes,1:16.020
33,3,Max Verstappen,Red Bull Racing Honda,1:16.225
11,4,Sergio Perez,Red Bull Racing Honda,1:16.342
10,5,Pierre Gasly,AlphaTauri Honda,1:16.456
55,6,Carlos Sainz,Ferrari,1:16.761
3,7,Daniel Ricciardo,McLaren Mercedes,1:16.763
16,8,Charles Leclerc,Ferrari,1:16.837
5,9,Sebastian Vettel,Aston Martin Mercedes,1:17.746
7,10,Kimi Räikkönen,Alfa Romeo Racing Ferrari,1:17.958
99,11,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,1:18.290
14,12,Fernando Alonso,Alpine Renault,1:18.452
6,13,Nicholas Latifi,Williams Mercedes,1:18.756
47,14,Mick Schumacher,Haas Ferrari,1:18.858
9,15,Nikita Mazepin,Haas Ferrari,1:19.303
63,16,George Russell,Williams Mercedes,1:18.172
22,17,Yuki Tsunoda,AlphaTauri Honda,1:17.158
4,18,Lando Norris,McLaren Mercedes,1:36.830
31,19,Esteban Ocon,Alpine Renault,1:18.405
18,20,Lance Stroll,Aston Martin Mercedes,1:20.873
