,Position,Driver,Car,Time
1,1,Ayrton Senna,McLaren Honda,1:21.434
27,2,Alain Prost,Ferrari,1:22.555
6,3,Riccardo Patrese,Williams Renault,1:22.833
5,4,Nigel Mansell,Williams Renault,1:23.218
20,5,Nelson Piquet,Benetton Ford,1:23.384
28,6,Jean Alesi,Ferrari,1:23.519
2,7,Gerhard Berger,McLaren Honda,1:23.742
19,8,Roberto Moreno,Benetton Ford,1:23.881
21,9,Emanuele Pirro,Dallara Judd,1:24.792
22,10,Jyrki Jarvilehto,Dallara Judd,1:24.891
4,11,Stefano Modena,Tyrrell Honda,1:25.065
7,12,Martin Brundle,Brabham Yamaha,1:25.385
11,13,Mika Hakkinen,Lotus Judd,1:25.448
32,14,Bertrand Gachot,Jordan Ford,1:25.701
23,15,Pierluigi Martini,Minardi Ferrari,1:25.715
3,16,Satoru Nakajima,Tyrrell Honda,1:25.752
34,17,Nicola Larini,Lambo Lamborghini,1:25.791
16,18,Ivan Capelli,Leyton House Ilmor,1:26.121
29,19,Eric Bernard,Lola Ford,1:26.425
25,20,Thierry Boutsen,Ligier Lamborghini,1:26.500
30,21,Aguri Suzuki,Lola Ford,1:26.548
17,22,Gabriele Tarquini,AGS Ford,1:26.851
15,23,Mauricio Gugelmin,Leyton House Ilmor,1:26.865
8,24,Mark Blundell,Brabham Yamaha,1:26.915
9,25,Michele Alboreto,Footwork Porsche,1:27.015
24,26,Gianni Morbidelli,Minardi Ferrari,1:27.042
