,Position,Driver,Car,Time
10,1,Nico Hulkenberg,Williams Cosworth,1:14.470
5,2,Sebastian Vettel,RBR Renault,1:15.519
6,3,Mark Webber,RBR Renault,1:15.637
2,4,Lewis Hamilton,McLaren Mercedes,1:15.747
8,5,Fernando Alonso,Ferrari,1:15.989
9,6,Rubens Barrichello,Williams Cosworth,1:16.203
11,7,Robert Kubica,Renault,1:16.552
3,8,Michael Schumacher,Mercedes,1:16.925
7,9,Felipe Massa,Ferrari,1:17.101
12,10,Vitaly Petrov,Renault,1:17.656
1,11,Jenson Button,McLaren Mercedes,1:19.288
23,12,Kamui Kobayashi,Sauber Ferrari,1:19.385
4,13,Nico Rosberg,Mercedes,1:19.486
17,14,Jaime Alguersuari,STR Ferrari,1:19.581
22,15,Nick Heidfeld,Sauber Ferrari,1:19.899
15,16,Vitantonio Liuzzi,Force India Mercedes,1:20.357
24,17,Timo Glock,Virgin Cosworth,1:22.130
18,18,Jarno Trulli,Lotus Cosworth,1:22.250
16,19,Sebastien Buemi,STR Ferrari,1:19.847
19,20,Heikki Kovalainen,Lotus Cosworth,1:22.378
25,21,Lucas di Grassi,Virgin Cosworth,1:22.810
14,22,Adrian Sutil,Force India Mercedes,1:20.830
20,23,Christian Klien,HRT Cosworth,1:23.083
21,24,Bruno Senna,HRT Cosworth,1:23.796
