,Position,Driver,Car,Time
6,1,Mark Webber,RBR Renault,1:49.327
4,2,Nico Rosberg,Mercedes,1:50.673
5,3,Sebastian Vettel,RBR Renault,1:50.789
14,4,Adrian Sutil,Force India Mercedes,1:50.914
10,5,Nico Hulkenberg,Williams Cosworth,1:51.001
11,6,Robert Kubica,Renault,1:51.051
9,7,Rubens Barrichello,Williams Cosworth,1:51.511
3,8,Michael Schumacher,Mercedes,1:51.717
23,9,Kamui Kobayashi,Sauber Ferrari,1:51.767
15,10,Vitantonio Liuzzi,Force India Mercedes,1:52.254
12,11,Vitaly Petrov,Renault,1:48.760
22,12,Pedro de la Rosa,Sauber Ferrari,1:48.771
16,13,Sebastien Buemi,STR Ferrari,1:49.207
17,14,Jaime Alguersuari,STR Ferrari,1:49.464
19,15,Heikki Kovalainen,Lotus Cosworth,1:52.270
24,16,Timo Glock,Virgin Cosworth,1:52.520
1,17,Jenson Button,McLaren Mercedes,
18,18,Jarno Trulli,Lotus Cosworth,1:52.884
8,19,Fernando Alonso,Ferrari,1:53.044
2,20,Lewis Hamilton,McLaren Mercedes,1:53.050
7,21,Felipe Massa,Ferrari,1:53.283
20,22,Karun Chandhok,HRT Cosworth,1:56.299
21,23,Bruno Senna,HRT Cosworth,1:57.269
25,24,Lucas di Grassi,Virgin Cosworth,1:59.977
