,Position,Driver,Car,Time
2,1,Clay Regazzoni,Ferrari,1:23.099
4,2,Patrick Depailler,Tyrrell Ford,1:23.292
11,3,James Hunt,McLaren Ford,1:23.420
1,4,Niki Lauda,Ferrari,1:23.647
16,5,Tom Pryce,Shadow Ford,1:23.677
10,6,Ronnie Peterson,March Ford,1:24.157
17,7,Jean-Pierre Jarier,Shadow Ford,1:24.163
9,8,Vittorio Brambilla,March Ford,1:24.168
28,9,John Watson,Penske Ford,1:24.170
7,10,Carlos Reutemann,Brabham Alfa Romeo,1:24.265
3,11,Jody Scheckter,Tyrrell Ford,1:24.344
26,12,Jacques Laffite,Ligier Matra,1:24.442
8,13,Carlos Pace,Brabham Alfa Romeo,1:24.472
12,14,Jochen Mass,McLaren Ford,1:24.541
27,15,Mario Andretti,Parnelli Ford,1:24.566
30,16,Emerson Fittipaldi,Fittipaldi Ford,1:24.779
22,17,Chris Amon,Ensign Ford,1:24.803
34,18,Hans-Joachim Stuck,March Ford,1:25.122
19,19,Alan  Jones,Surtees Ford,1:25.214
6,20,Gunnar Nilsson,Lotus Ford,1:25.277
