,Position,Driver,Car,Time
44,1,Lewis Hamilton,Mercedes,1:49.834
5,2,Sebastian Vettel,Ferrari,1:49.908
6,3,Nico Rosberg,Mercedes,1:50.299
3,4,Daniel Ricciardo,Red Bull Racing Renault,1:51.541
26,5,Daniil Kvyat,Red Bull Racing Renault,1:51.951
33,6,Max Verstappen,STR Renault,1:51.981
19,7,Felipe Massa,Williams Mercedes,1:52.473
77,8,Valtteri Bottas,Williams Mercedes,1:53.179
9,9,Marcus Ericsson,Sauber Ferrari,1:53.261
8,10,Romain Grosjean,Lotus Mercedes,1:52.981
7,11,Kimi Räikkönen,Ferrari,1:42.173
13,12,Pastor Maldonado,Lotus Mercedes,1:42.198
27,13,Nico Hulkenberg,Force India Mercedes,1:43.023
11,14,Sergio Perez,Force India Mercedes,1:43.469
55,15,Carlos Sainz,STR Renault,1:43.701
12,16,Felipe Nasr,Sauber Ferrari,1:41.308
22,17,Jenson Button,McLaren Honda,1:41.636
14,18,Fernando Alonso,McLaren Honda,1:41.746
98,19,Roberto Merhi,Marussia Ferrari,1:46.677
