,Position,Driver,Car,Time
21,13,Pedro Rodriguez,Cooper Maserati,3:39.500
36,2,Dan Gurney,Eagle Climax,3:31.200
22,3,Graham Hill,Lotus Climax,3:32.900
29,4,Jochen Rindt,Cooper Maserati,3:34.300
1,5,Chris Amon,Ferrari,3:34.300
14,6,Jackie Stewart,BRM,3:34.800
25,7,Jack Brabham,Brabham Repco,3:35.000
3,8,Mike  Parkes ,Ferrari,3:36.600
2,9,Ludovico Scarfiotti,Ferrari,3:37.700
7,10,John Surtees,Honda,3:38.400
12,11,Mike Spence,BRM,3:38.500
39,12,Jo Bonnier,Cooper Maserati,3:39.100
26,14,Denny Hulme,Brabham Repco,3:40.300
17,15,Chris   Irwin,Lotus BRM,3:44.400
34,16,Jo Siffert,Cooper Maserati,3:45.400
19,17,Bob Anderson,Brabham Climax,3:49.500
32,18,Guy  Ligier ,Cooper Maserati,4:01.200
