,Position,Driver,Car,Time
3,1,Jackie Stewart,Tyrrell Ford,1:31.500
18,2,Jacky Ickx,Ferrari,1:31.600
19,3,Clay Regazzoni,Ferrari,1:31.900
2,4,Francois  Cevert ,Tyrrell Ford,1:32.400
4,5,John Surtees,McLaren Ford,1:32.600
20,6,Chris Amon,March Ford,1:32.600
14,7,Pedro Rodriguez,BRM,1:32.700
24,8,Henri Pescarolo,Matra,1:32.900
16,9,George Eaton,BRM,1:32.900
15,10,Jackie Oliver,BRM,1:33.100
6,11,Peter  Gethin ,McLaren Alfa Romeo,1:33.200
8,12,Andrea de Adamich ,McLaren Alfa Romeo,1:33.200
23,13,Jean-Pierre Beltoise,Matra,1:33.400
21,14,Jo Siffert,March Ford,1:33.500
5,15,Denny Hulme,McLaren Alfa Romeo,1:33.900
26,16,Ronnie Peterson,March Ford,1:34.400
10,17,Tim   Schenken,De Tomaso Ford,1:34.600
12,18,Rolf Stommelen,Brabham Ford,1:34.700
11,19,Jack Brabham,Brabham Ford,1:35.400
9,20,Graham Hill,Lotus Ford,1:35.800
