,Position,Driver,Car,Time
6,1,Mark Webber,RBR Renault,1:13.826
11,2,Robert Kubica,Renault,1:14.120
5,3,Sebastian Vettel,RBR Renault,1:14.227
7,4,Felipe Massa,Ferrari,1:14.283
2,5,Lewis Hamilton,McLaren Mercedes,1:14.432
4,6,Nico Rosberg,Mercedes,1:14.544
3,7,Michael Schumacher,Mercedes,1:14.590
1,8,Jenson Button,McLaren Mercedes,1:14.637
9,9,Rubens Barrichello,Williams Cosworth,1:14.901
15,10,Vitantonio Liuzzi,Force India Mercedes,1:15.170
10,11,Nico Hulkenberg,Williams Cosworth,1:15.317
14,12,Adrian Sutil,Force India Mercedes,1:15.318
16,13,Sebastien Buemi,STR Ferrari,1:15.413
12,14,Vitaly Petrov,Renault,1:15.576
22,15,Pedro de la Rosa,Sauber Ferrari,1:15.692
23,16,Kamui Kobayashi,Sauber Ferrari,1:15.992
17,17,Jaime Alguersuari,STR Ferrari,1:16.176
19,18,Heikki Kovalainen,Lotus Cosworth,1:17.094
18,19,Jarno Trulli,Lotus Cosworth,1:17.134
24,20,Timo Glock,Virgin Cosworth,1:17.377
25,21,Lucas di Grassi,Virgin Cosworth,1:17.864
21,22,Bruno Senna,HRT Cosworth,1:18.509
20,23,Karun Chandhok,HRT Cosworth,1:19.559
