,Position,Driver,Car,Time
23,1,Rubens Barrichello,Brawn Mercedes,1:19.576
14,2,Mark Webber,RBR Renault,1:19.668
20,3,Adrian Sutil,Force India Mercedes,1:19.912
9,4,Jarno Trulli,Toyota,1:20.097
4,5,Kimi Räikkönen,Ferrari,1:20.168
12,6,Sebastien Buemi,STR Ferrari,1:20.250
16,7,Nico Rosberg,Williams Toyota,1:20.326
5,8,Robert Kubica,Sauber BMW,1:20.631
17,9,Kazuki Nakajima,Williams Toyota,1:20.674
7,10,Fernando Alonso,Renault,1:21.422
10,11,Kamui Kobayashi,Toyota,1:21.960
11,12,Jaime Alguersuari,STR Ferrari,1:22.231
8,13,Romain Grosjean,Renault,1:22.477
22,14,Jenson Button,Brawn Mercedes,1:22.504
15,15,Sebastian Vettel,RBR Renault,1:25.009
2,16,Heikki Kovalainen,McLaren Mercedes,1:25.052
1,17,Lewis Hamilton,McLaren Mercedes,1:25.192
6,18,Nick Heidfeld,Sauber BMW,1:25.515
3,19,Giancarlo Fisichella,Ferrari,1:40.703
21,20,Vitantonio Liuzzi,Force India Mercedes,
