,Position,Driver,Car,Lap,Time
1,1,Ayrton Senna,McLaren Honda,41,1:26.061
20,2,Nelson Piquet,Benetton Ford,39,1:26.437
7,3,Martin Brundle,Brabham Yamaha,52,1:26.590
5,4,Nigel Mansell,Williams Renault,47,1:26.828
8,5,Mark Blundell,Brabham Yamaha,51,1:26.870
33,6,Andrea de Cesaris,Jordan Ford,51,1:27.152
27,7,Alain Prost,Ferrari,40,1:27.247
28,8,Jean Alesi,Ferrari,28,1:27.300
2,9,Gerhard Berger,McLaren Honda,43,1:27.465
19,10,Michael Schumacher,Benetton Ford,43,1:27.472
6,11,Riccardo Patrese,Williams Renault,25,1:27.552
24,12,Gianni Morbidelli,Minardi Ferrari,37,1:27.905
22,13,Jyrki Jarvilehto,Dallara Judd,30,1:28.264
34,14,Nicola Larini,Lambo Lamborghini,43,1:28.413
16,15,Ivan Capelli,Leyton House Ilmor,27,1:28.455
21,16,Emanuele Pirro,Dallara Judd,45,1:28.644
23,17,Pierluigi Martini,Minardi Ferrari,6,1:28.893
15,18,Mauricio Gugelmin,Leyton House Ilmor,36,1:29.354
26,19,Erik Comas,Ligier Lamborghini,28,1:29.568
14,20,Olivier Grouillard,Fondmetal Ford,41,1:29.726
4,21,Stefano Modena,Tyrrell Honda,12,1:29.901
3,22,Satoru Nakajima,Tyrrell Honda,19,1:30.140
29,23,Eric Bernard,Lola Ford,17,1:30.326
32,24,Roberto Moreno,Jordan Ford,2,1:32.238
11,25,Mika Hakkinen,Lotus Judd,5,1:33.025
25,26,Thierry Boutsen,Ligier Lamborghini,1,1:45.997
