,Position,Driver,Car,Time
2,1,Jack Brabham,Cooper Climax,3:50.000
38,2,Tony Brooks,Cooper Climax,3:52.500
24,3,Phil Hill,Ferrari,3:53.300
34,4,Olivier  Gendebien,Cooper Climax,3:53.500
10,5,Graham Hill,BRM,3:54.200
6,6,Jo Bonnier,BRM,3:54.800
14,7,Innes Ireland,Lotus Climax,3:55.400
36,8,Chris  Bristow ,Cooper Climax,3:56.300
18,9,Jim Clark,Lotus Climax,3:57.500
26,10,Wolfgang von Trips,Ferrari,3:57.800
8,11,Dan Gurney,BRM,3:58.300
22,12,Willy Mairesse,Ferrari,3:58.900
4,13,Bruce McLaren,Cooper Climax,4:00.000
32,14,Lucien Bianchi,Cooper Climax,4:00.600
28,15,Lance  Reventlow ,Scarab,4:09.700
16,16,Alan  Stacey ,Lotus Climax,4:17.600
30,17,Chuck  Daigh ,Scarab,4:18.500
