,Position,Driver,Car,Laps,Time,Points
1,1,Niki Lauda,Ferrari,78,1:59:51.470,9
3,2,Jody Scheckter,Tyrrell Ford,78,+11.130s,6
4,3,Patrick Depailler,Tyrrell Ford,78,+64.840s,4
34,4,Hans-Joachim Stuck,March Ford,77,+1 lap,3
12,5,Jochen Mass,McLaren Ford,77,+1 lap,2
30,6,Emerson Fittipaldi,Fittipaldi Ford,77,+1 lap,1
16,7,Tom Pryce,Shadow Ford,77,+1 lap,0
17,8,Jean-Pierre Jarier,Shadow Ford,76,+2 laps,0
8,9,Carlos Pace,Brabham Alfa Romeo,76,+2 laps,0
28,10,John Watson,Penske Ford,76,+2 laps,0
21,11,Michel Leclere,Wolf-Williams,76,+2 laps,0
26,12,Jacques Laffite,Ligier Matra,75,DNF,0
22,13,Chris Amon,Ensign Ford,74,+4 laps,0
2,14,Clay Regazzoni,Ferrari,73,DNF,0
6,NC,Gunnar Nilsson,Lotus Ford,39,DNF,0
10,NC,Ronnie Peterson,March Ford,26,DNF,0
11,NC,James Hunt,McLaren Ford,24,DNF,0
9,NC,Vittorio Brambilla,March Ford,9,DNF,0
19,NC,Alan  Jones,Surtees Ford,1,DNF,0
7,NC,Carlos Reutemann,Brabham Alfa Romeo,0,DNF,0
