,Position,Driver,Car,Time
12,1,Ayrton Senna,McLaren Honda,1:17.468
11,2,Alain Prost,McLaren Honda,1:18.097
28,3,Gerhard Berger,Ferrari,1:18.120
1,4,Nelson Piquet,Lotus Honda,1:18.946
27,5,Michele Alboreto,Ferrari,1:19.626
2,6,Satoru Nakajima,Lotus Honda,1:20.275
18,7,Eddie  Cheever,Arrows Megatron,1:20.451
19,8,Alessandro Nannini,Benetton Ford,1:20.740
17,9,Derek Warwick,Arrows Megatron,1:20.775
16,10,Ivan Capelli,March Judd,1:21.952
20,11,Thierry Boutsen,Benetton Ford,1:22.029
22,12,Andrea de Cesaris,Rial Ford,1:22.245
30,13,Philippe Alliot,Lola Ford,1:22.348
5,14,Nigel Mansell,Williams Judd,1:22.363
10,15,Bernd Schneider,Zakspeed,1:22.642
15,16,Mauricio Gugelmin,March Judd,1:22.801
6,17,Riccardo Patrese,Williams Judd,1:22.972
9,18,Piercarlo Ghinzani,Zakspeed,1:23.078
14,19,Philippe Streiff,AGS Ford,1:23.191
25,20,Rene Arnoux,Ligier Judd,1:23.287
31,21,Gabriele Tarquini,Coloni Ford,1:23.603
29,22,Yannick Dalmas,Lola Ford,1:23.606
36,23,Alex Caffi,Dallara Ford,1:23.716
26,24,Stefan Johansson,Ligier Judd,1:23.721
24,25,Luis Perez-Sala,Minardi Ford,1:23.857
32,26,Oscar Larrauri,Euro Brun Ford,1:24.032
