,Position,Driver,Car,Time
12,1,Jim Clark,Lotus Climax,1:34.000
5,2,Jack Brabham,Brabham Ford,1:34.100
8,3,Graham Hill,BRM,1:34.500
21,4,John Surtees,Ferrari,1:34.500
6,5,Dan Gurney,Brabham Ford,1:34.700
11,6,Peter  Arundell ,Lotus Climax,1:35.500
20,7,Lorenzo Bandini,Ferrari,1:35.500
7,8,Richie Ginther,BRM,1:35.900
9,9,Phil Hill,Cooper Climax,1:35.900
10,10,Bruce McLaren,Cooper Climax,1:36.600
19,11,Jo Bonnier,Cooper Climax,1:37.400
16,12,Bob Anderson,Brabham Climax,1:38.000
4,13,Maurice  Trintignant,BRM,1:38.100
15,14,Trevor  Taylor ,Lotus BRM,1:38.100
18,15,Mike Hailwood,Lotus Climax,1:38.500
24,16,Jo Siffert,Lotus BRM,1:38.700
