,Position,Driver,Car,Laps,Time,Points
1,1,Mika Hakkinen,McLaren Mercedes,65,1:34:13.665,10
2,2,David Coulthard,McLaren Mercedes,65,+6.238s,6
3,3,Michael Schumacher,Ferrari,65,+10.845s,4
4,4,Eddie Irvine,Ferrari,65,+30.182s,3
6,5,Ralf Schumacher,Williams Supertec,65,+87.208s,2
19,6,Jarno Trulli,Prost Peugeot,64,+1 lap,1
7,7,Damon Hill,Jordan Mugen Honda,64,+1 lap,0
23,8,Mika Salo,BAR Supertec,64,+1 lap,0
9,9,Giancarlo Fisichella,Benetton Playlife,64,+1 lap,0
10,10,Alexander Wurz,Benetton Playlife,64,+1 lap,0
14,11,Pedro de la Rosa,Arrows,63,+2 laps,0
15,12,Toranosuke Takagi,Arrows,62,+3 laps,0
20,NC,Luca Badoer,Minardi Ford,50,DNF,0
22,NC,Jacques Villeneuve,BAR Supertec,40,DNF,0
12,NC,Pedro Diniz,Sauber Petronas,40,DNF,0
17,NC,Johnny Herbert,Stewart Ford,40,DNF,0
8,NC,Heinz-Harald Frentzen,Jordan Mugen Honda,35,DNF,0
11,NC,Jean Alesi,Sauber Petronas,27,DNF,0
5,NC,Alessandro Zanardi,Williams Supertec,24,DNF,0
18,NC,Olivier Panis,Prost Peugeot,24,DNF,0
21,NC,Marc Gene,Minardi Ford,0,DNF,0
