,Position,Driver,Car,Lap,Time
5,1,Nigel Mansell,Williams Judd,48,1:23.308
1,2,Nelson Piquet,Lotus Honda,48,1:23.452
17,3,Derek Warwick,Arrows Megatron,48,1:23.588
12,4,Ayrton Senna,McLaren Honda,49,1:23.595
2,5,Satoru Nakajima,Lotus Honda,48,1:23.655
18,6,Eddie  Cheever,Arrows Megatron,48,1:23.778
6,7,Riccardo Patrese,Williams Judd,48,1:23.783
15,8,Mauricio Gugelmin,March Judd,45,1:23.823
30,9,Philippe Alliot,Lola Ford,47,1:24.160
19,10,Alessandro Nannini,Benetton Ford,29,1:24.176
28,11,Gerhard Berger,Ferrari,13,1:24.242
23,12,Pierluigi Martini,Minardi Ford,45,1:24.370
21,13,Nicola Larini,Osella,46,1:24.729
29,14,Yannick Dalmas,Lola Ford,46,1:24.780
33,15,Stefano Modena,Euro Brun Ford,48,1:24.920
20,16,Thierry Boutsen,Benetton Ford,37,1:25.301
36,17,Alex Caffi,Dallara Ford,49,1:25.319
4,18,Julian Bailey,Tyrrell Ford,42,1:25.758
27,19,Michele Alboreto,Ferrari,28,1:26.100
16,20,Ivan Capelli,March Judd,27,1:26.752
25,21,Rene Arnoux,Ligier Judd,45,1:27.117
11,22,Alain Prost,McLaren Honda,22,1:27.456
22,23,Andrea de Cesaris,Rial Ford,7,1:31.101
14,24,Philippe Streiff,AGS Ford,8,1:31.315
3,25,Jonathan  Palmer,Tyrrell Ford,13,1:32.972
