,Position,Driver,Car,Time
9,1,Nico Rosberg,Mercedes,1:13.876
10,2,Lewis Hamilton,Mercedes,1:13.967
1,3,Sebastian Vettel,Red Bull Racing Renault,1:13.980
2,4,Mark Webber,Red Bull Racing Renault,1:14.181
7,5,Kimi Räikkönen,Lotus Renault,1:14.822
3,6,Fernando Alonso,Ferrari,1:14.824
6,7,Sergio Perez,McLaren Mercedes,1:15.138
15,8,Adrian Sutil,Force India Mercedes,1:15.383
5,9,Jenson Button,McLaren Mercedes,1:15.647
18,10,Jean-Eric Vergne,STR Ferrari,1:15.703
11,11,Nico Hulkenberg,Sauber Ferrari,1:18.331
19,12,Daniel Ricciardo,STR Ferrari,1:18.344
8,13,Romain Grosjean,Lotus Renault,1:18.603
17,14,Valtteri Bottas,Williams Renault,1:19.077
21,15,Giedo van der Garde,Caterham Renault,1:19.408
16,16,Pastor Maldonado,Williams Renault,1:21.688
14,17,Paul di Resta,Force India Mercedes,1:26.322
20,18,Charles Pic,Caterham Renault,1:26.633
12,19,Esteban Gutierrez ,Sauber Ferrari,1:26.917
22,20,Jules Bianchi,Marussia Cosworth,
4,21,Felipe Massa,Ferrari,
23,22,Max Chilton,Marussia Cosworth,1:27.303
