,Position,Driver,Car,Time
1,1,Ayrton Senna,McLaren Honda,1:17.876
2,2,Alain Prost,McLaren Honda,1:18.773
27,3,Nigel Mansell,Ferrari,1:19.137
16,4,Ivan Capelli,March Judd,1:19.337
6,5,Riccardo Patrese,Williams Renault,1:19.656
28,6,Gerhard Berger,Ferrari,1:19.835
4,7,Michele Alboreto,Tyrrell Ford,1:20.066
5,8,Thierry Boutsen,Williams Renault,1:20.234
8,9,Stefano Modena,Brabham Judd,1:20.505
9,10,Derek Warwick,Arrows Ford,1:20.601
26,11,Olivier Grouillard,Ligier Ford,1:20.859
22,12,Andrea de Cesaris,Dallara Ford,1:20.873
19,13,Alessandro Nannini,Benetton Ford,1:20.888
3,14,Jonathan  Palmer,Tyrrell Ford,1:20.888
12,15,Satoru Nakajima,Lotus Judd,1:20.943
30,16,Philippe Alliot,Lola Lamborghini,1:21.031
40,17,Gabriele Tarquini,AGS Ford,1:21.031
20,18,Johnny Herbert,Benetton Ford,1:21.105
21,19,Alex Caffi,Dallara Ford,1:21.139
7,20,Martin Brundle,Brabham Judd,1:21.217
36,21,Stefan Johansson,Onyx Ford,1:21.358
23,22,Pierluigi Martini,Minardi Ford,1:21.471
38,23,Christian Danner,Rial Ford,1:21.696
10,24,Eddie  Cheever,Arrows Ford,1:21.716
25,25,Rene Arnoux,Ligier Ford,1:21.830
11,26,Nelson Piquet,Lotus Judd,1:21.831
