,Position,Driver,Car,Time
5,1,Felipe Massa,Ferrari,1:32.652
2,2,Lewis Hamilton,McLaren Mercedes,1:32.935
6,3,Kimi Räikkönen,Ferrari,1:33.131
1,4,Fernando Alonso,McLaren Mercedes,1:33.192
9,5,Nick Heidfeld,Sauber BMW,1:33.404
10,6,Robert Kubica,Sauber BMW,1:33.710
3,7,Giancarlo Fisichella,Renault,1:34.056
15,8,Mark Webber,Red Bull Renault,1:34.106
12,9,Jarno Trulli,Toyota,1:34.154
16,10,Nico Rosberg,Williams Toyota,1:34.399
17,11,Alexander Wurz,Williams Toyota,1:32.915
4,12,Heikki Kovalainen,Renault,1:32.935
23,13,Anthony Davidson,Super Aguri Honda,1:33.082
11,14,Ralf Schumacher,Toyota,1:33.294
8,15,Rubens Barrichello,Honda,1:33.624
7,16,Jenson Button,Honda,1:33.731
22,17,Takuma Sato,Super Aguri Honda,1:33.984
18,18,Vitantonio Liuzzi,STR Ferrari,1:34.024
19,19,Scott Speed,STR Ferrari,1:34.333
20,20,Adrian Sutil,Spyker Ferrari,1:35.280
14,21,David Coulthard,Red Bull Renault,1:35.341
21,22,Christijan Albers,Spyker Ferrari,1:35.533
