,Position,Driver,Car,Time
2,1,Ayrton Senna,Williams Renault,1:15.962
5,2,Michael Schumacher,Benetton Ford,1:16.290
27,3,Jean Alesi,Ferrari,1:17.385
0,4,Damon Hill,Williams Renault,1:17.554
30,5,Heinz-Harald Frentzen,Sauber Mercedes,1:17.806
10,6,Gianni Morbidelli,Footwork Ford,1:17.866
29,7,Karl Wendlinger,Sauber Mercedes,1:17.927
7,8,Mika Hakkinen,McLaren Peugeot,1:18.122
6,9,Jos Verstappen,Benetton Ford,1:18.183
3,10,Ukyo Katayama,Tyrrell Yamaha,1:18.194
9,11,Christian Fittipaldi,Footwork Ford,1:18.204
4,12,Mark Blundell,Tyrrell Yamaha,1:18.246
20,13,Erik Comas,Larrousse Ford,1:18.321
14,14,Rubens Barrichello,Jordan Hart,1:18.414
23,15,Pierluigi Martini,Minardi Ford,1:18.659
15,16,Eddie Irvine,Jordan Hart,1:18.751
28,17,Gerhard Berger,Ferrari,1:18.855
8,18,Martin Brundle,McLaren Peugeot,1:18.864
26,19,Olivier Panis,Ligier Renault,1:19.304
25,20,Eric Bernard,Ligier Renault,1:19.396
12,21,Johnny Herbert,Lotus Mugen Honda,1:19.483
24,22,Michele Alboreto,Minardi Ford,1:19.517
19,23,Olivier Beretta,Larrousse Ford,1:19.524
11,24,Pedro Lamy,Lotus Mugen Honda,1:19.975
34,25,Bertrand Gachot,Pacific Ilmor,1:20.729
31,26,David Brabham,Simtek Ford,1:21.186
