,Position,Driver,Car,Time
5,1,Nigel Mansell,Williams Honda,1:26.128
6,2,Nelson Piquet,Williams Honda,1:26.567
12,3,Ayrton Senna,Lotus Honda,1:28.408
19,4,Teo Fabi,Benetton Ford,1:28.417
1,5,Alain Prost,McLaren TAG,1:29.175
20,6,Thierry Boutsen,Benetton Ford,1:29.450
28,7,Gerhard Berger,Ferrari,1:30.357
17,8,Derek Warwick,Arrows Megatron,1:30.467
27,9,Michele Alboreto,Ferrari,1:30.468
2,10,Stefan Johansson,McLaren TAG,1:30.476
7,11,Riccardo Patrese,Brabham BMW,1:31.179
11,12,Satoru Nakajima,Lotus Honda,1:32.276
8,13,Andrea de Cesaris,Brabham BMW,1:32.402
18,14,Eddie  Cheever,Arrows Megatron,1:32.769
24,15,Alessandro Nannini,Minardi Motori Moderni,1:33.729
23,16,Adrian Campos,Minardi Motori Moderni,1:33.825
10,17,Christian Danner,Zakspeed,1:35.212
3,18,Jonathan  Palmer,Tyrrell Ford,1:36.091
9,19,Martin Brundle,Zakspeed,1:36.160
4,20,Philippe Streiff,Tyrrell Ford,1:36.274
21,21,Alex Caffi,Osella Alfa Romeo,1:38.770
14,22,Pascal Fabre,AGS Ford,1:39.816
16,23,Ivan Capelli,March Ford,1:43.580
