,Position,Driver,Car,Time
3,1,Jacky Ickx,Ferrari,1:03.070
1,2,Jackie Stewart,Tyrrell Ford,1:03.620
24,3,Emerson Fittipaldi,Lotus Ford,1:03.670
19,4,Pedro Rodriguez,BRM,1:04.180
12,5,Chris Amon,March Ford,1:04.230
4,6,Clay Regazzoni,Ferrari,1:04.300
20,7,Jackie Oliver,BRM,1:04.370
17,8,John Surtees,McLaren Ford,1:04.520
23,9,Reine   Wisell,Lotus Ford,1:04.790
14,10,Graham Hill,Lotus Ford,1:04.810
8,11,Denny Hulme,McLaren Alfa Romeo,1:04.840
7,12,Henri Pescarolo,Matra,1:05.000
18,13,Derek Bell,McLaren Ford,1:05.000
21,14,George Eaton,BRM,1:05.140
29,15,Ronnie Peterson,March Ford,1:05.180
15,16,Jack Brabham,Brabham Ford,1:05.290
2,17,Francois  Cevert ,Tyrrell Ford,1:05.300
6,18,Jean-Pierre Beltoise,Matra,1:05.440
16,19,Rolf Stommelen,Brabham Ford,1:05.770
30,20,Tim   Schenken,De Tomaso Ford,1:06.080
9,21,Peter  Gethin ,McLaren Alfa Romeo,1:06.120
31,22,Gus  Hutchison ,Brabham Ford,1:06.220
11,23,Jo Siffert,March Ford,1:06.230
27,24,Jo Bonnier,McLaren Ford,1:06.460
