,Position,Driver,Car,Time
44,1,Lewis Hamilton,Mercedes,1:27.264
77,2,Valtteri Bottas,Mercedes,1:27.553
33,3,Max Verstappen,Red Bull Racing Honda,1:27.678
23,4,Alexander Albon,Red Bull Racing Honda,1:28.274
11,5,Sergio Perez,Racing Point BWT Mercedes,1:28.322
3,6,Daniel Ricciardo,Renault,1:28.417
31,7,Esteban Ocon,Renault,1:28.419
10,8,Pierre Gasly,AlphaTauri Honda,1:28.448
4,9,Lando Norris,McLaren Renault,1:28.542
26,10,Daniil Kvyat,AlphaTauri Honda,1:28.618
5,11,Sebastian Vettel,Ferrari,1:29.149
16,12,Charles Leclerc,Ferrari,1:29.165
18,13,Lance Stroll,Racing Point BWT Mercedes,1:29.557
63,14,George Russell,Williams Mercedes,1:31.218
55,15,Carlos Sainz,McLaren Renault,
99,16,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,1:29.491
7,17,Kimi Räikkönen,Alfa Romeo Racing Ferrari,1:29.810
20,18,Kevin Magnussen,Haas Ferrari,1:30.111
8,19,Romain Grosjean,Haas Ferrari,1:30.138
6,20,Nicholas Latifi,Williams Mercedes,1:30.182
