,Position,Driver,Car,Time
11,1,Carlos Reutemann,Ferrari,1:28.340
2,2,John Watson,Brabham Alfa Romeo,1:28.830
1,3,Niki Lauda,Brabham Alfa Romeo,1:28.840
5,4,Mario Andretti,Lotus Ford,1:29.100
4,5,Patrick Depailler,Tyrrell Ford,1:29.140
7,6,James Hunt,McLaren Ford,1:29.220
6,7,Ronnie Peterson,Lotus Ford,1:29.230
12,8,Gilles Villeneuve,Ferrari,1:29.400
20,9,Jody Scheckter,Wolf Ford,1:29.500
27,10,Alan  Jones,Williams Ford,1:29.510
8,11,Patrick Tambay,McLaren Ford,1:30.080
15,12,Jean-Pierre Jabouille,Renault,1:30.180
3,13,Didier Pironi,Tyrrell Ford,1:30.550
35,14,Riccardo Patrese,Arrows Ford,1:30.590
26,15,Jacques Laffite,Ligier Matra,1:30.600
22,16,Jacky Ickx,Ensign Ford,1:30.720
16,17,Hans-Joachim Stuck,Shadow Ford,1:31.300
18,18,Rupert Keegan,Surtees Ford,1:31.310
36,19,Rolf Stommelen,Arrows Ford,1:31.310
14,20,Emerson Fittipaldi,Fittipaldi Ford,1:31.360
