,Position,Driver,Car,Time
12,1,Niki Lauda,Ferrari,1:26.300
11,2,Clay Regazzoni,Ferrari,1:26.600
1,3,Ronnie Peterson,Lotus Ford,1:26.800
4,4,Patrick Depailler,Tyrrell Ford,1:27.100
3,5,Jody Scheckter,Tyrrell Ford,1:27.100
17,6,Jean-Pierre Jarier,Shadow Ford,1:27.500
24,7,James Hunt,March Ford,1:27.800
7,8,Carlos Reutemann,Brabham Ford,1:27.800
9,9,Hans-Joachim Stuck,March Ford,1:28.000
33,10,Mike Hailwood,McLaren Ford,1:28.100
14,11,Jean-Pierre Beltoise,BRM,1:28.100
6,12,Denny Hulme,McLaren Ford,1:28.200
5,13,Emerson Fittipaldi,McLaren Ford,1:28.200
20,14,Arturo Merzario,Iso Marlboro Ford,1:28.500
10,15,Vittorio Brambilla,March Ford,1:28.700
16,16,Brian   Redman,Shadow Ford,1:28.800
19,17,Jochen Mass,Surtees Ford,1:28.800
18,18,Carlos Pace,Surtees Ford,1:29.100
2,19,Jacky Ickx,Lotus Ford,1:29.400
30,20,Chris Amon,Amon Ford,1:29.800
26,21,Graham Hill,Lola Ford,1:30.000
37,22,Francois  Migault,BRM,1:30.000
28,23,John Watson,Brabham Ford,1:30.000
23,24,Tim   Schenken,Trojan Ford,1:30.200
22,25,Vern Schuppan,Ensign Ford,1:30.300
27,26,Guy Edwards,Lola Ford,1:30.400
15,27,Henri Pescarolo,BRM,1:30.700
