,Position,Driver,Car,Time
44,1,Lewis Hamilton,Mercedes,1:14.393
6,2,Nico Rosberg,Mercedes,1:14.702
7,3,Kimi Räikkönen,Ferrari,1:15.014
77,4,Valtteri Bottas,Williams Mercedes,1:15.102
8,5,Romain Grosjean,Lotus Mercedes,1:15.194
13,6,Pastor Maldonado,Lotus Mercedes,1:15.329
27,7,Nico Hulkenberg,Force India Mercedes,1:15.614
26,8,Daniil Kvyat,Red Bull Racing Renault,1:16.079
3,9,Daniel Ricciardo,Red Bull Racing Renault,1:16.114
11,10,Sergio Perez,Force India Mercedes,1:16.338
55,11,Carlos Sainz,STR Renault,1:16.042
9,12,Marcus Ericsson,Sauber Ferrari,1:16.262
14,13,Fernando Alonso,McLaren Honda,1:16.276
12,14,Felipe Nasr,Sauber Ferrari,1:16.620
19,15,Felipe Massa,Williams Mercedes,1:17.886
98,16,Roberto Merhi,Marussia Ferrari,1:19.133
28,17,Will Stevens,Marussia Ferrari,1:19.157
5,18,Sebastian Vettel,Ferrari,1:17.344
33,19,Max Verstappen,STR Renault,1:16.245
22,20,Jenson Button,McLaren Honda,
