,Position,Driver,Car,Time
5,1,Sebastian Vettel,Ferrari,1:16.488
33,2,Max Verstappen,Red Bull Racing TAG Heuer,1:16.574
44,3,Lewis Hamilton,Mercedes,1:16.934
77,4,Valtteri Bottas,Mercedes,1:16.958
7,5,Kimi Räikkönen,Ferrari,1:17.238
31,6,Esteban Ocon,Force India Mercedes,1:17.437
27,7,Nico Hulkenberg,Renault,1:17.466
55,8,Carlos Sainz,Renault,1:17.794
11,9,Sergio Perez,Force India Mercedes,1:17.807
19,10,Felipe Massa,Williams Mercedes,1:18.099
18,11,Lance Stroll,Williams Mercedes,1:19.159
9,12,Marcus Ericsson,Sauber Ferrari,1:19.176
94,13,Pascal Wehrlein,Sauber Ferrari,1:19.333
20,14,Kevin Magnussen,Haas Ferrari,1:19.443
8,15,Romain Grosjean,Haas Ferrari,1:19.473
3,16,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:17.447
28,17,Brendon Hartley,Toro Rosso,
14,18,Fernando Alonso,McLaren Honda,
2,19,Stoffel Vandoorne,McLaren Honda,
10,20,Pierre Gasly,Toro Rosso,
