,Position,Driver,Car,Time
22,1,Lewis Hamilton,McLaren Mercedes,1:47.338
2,2,Felipe Massa,Ferrari,1:47.678
23,3,Heikki Kovalainen,McLaren Mercedes,1:47.815
1,4,Kimi Räikkönen,Ferrari,1:47.992
3,5,Nick Heidfeld,Sauber BMW,1:48.315
5,6,Fernando Alonso,Renault,1:48.504
10,7,Mark Webber,Red Bull Renault,1:48.736
4,8,Robert Kubica,Sauber BMW,1:48.763
14,9,Sebastien Bourdais,STR Ferrari,1:48.951
15,10,Sebastian Vettel,STR Ferrari,1:50.319
11,11,Jarno Trulli,Toyota,1:46.949
6,12,Nelson Piquet,Renault,1:46.965
12,13,Timo Glock,Toyota,1:46.995
9,14,David Coulthard,Red Bull Renault,1:47.018
7,15,Nico Rosberg,Williams Toyota,1:47.429
17,16,Rubens Barrichello,Honda,1:48.153
16,17,Jenson Button,Honda,1:48.211
20,18,Adrian Sutil,Force India Ferrari,1:48.226
8,19,Kazuki Nakajima,Williams Toyota,1:48.268
21,20,Giancarlo Fisichella,Force India Ferrari,1:48.447
