,Position,Driver,Car,Time
16,1,Rene Arnoux,Renault,1:23.281
2,2,Riccardo Patrese,Brabham Ford,1:23.791
23,3,Bruno Giacomelli,Alfa Romeo,1:23.939
15,4,Alain Prost,Renault,1:24.439
28,5,Didier Pironi,Ferrari,1:24.585
6,6,Keke Rosberg,Williams Ford,1:24.649
22,7,Andrea de Cesaris,Alfa Romeo,1:24.928
5,8,Derek Daly,Williams Ford,1:25.390
3,9,Michele Alboreto,Tyrrell Ford,1:25.449
7,10,John Watson,McLaren Ford,1:25.583
12,11,Nigel Mansell,Lotus Ford,1:25.642
8,12,Niki Lauda,McLaren Ford,1:25.838
1,13,Nelson Piquet,Brabham Ford,1:26.075
9,14,Manfred Winkelhock,ATS Ford,1:26.260
11,15,Elio de Angelis,Lotus Ford,1:26.456
25,16,Eddie  Cheever,Ligier Matra,1:26.463
4,17,Brian Henton,Tyrrell Ford,1:26.690
26,18,Jacques Laffite,Ligier Matra,1:27.007
29,19,Marc Surer,Arrows Ford,1:27.019
10,20,Eliseo Salazar,ATS Ford,1:27.022
