,Position,Driver,Car,Time
2,1,Alain Prost,Williams Renault,1:15.866
0,2,Damon Hill,Williams Renault,1:16.859
8,3,Ayrton Senna,McLaren Ford,1:17.697
5,4,Michael Schumacher,Benetton Ford,1:17.821
7,5,Michael Andretti,McLaren Ford,1:18.635
6,6,Riccardo Patrese,Benetton Ford,1:19.049
30,7,Jyrki Jarvilehto,Sauber,1:19.207
29,8,Karl Wendlinger,Sauber,1:19.230
27,9,Jean Alesi,Ferrari,1:19.260
26,10,Mark Blundell,Ligier Renault,1:19.296
19,11,Philippe Alliot,Larrousse Lamborghini,1:19.340
12,12,Johnny Herbert,Lotus Ford,1:19.435
28,13,Gerhard Berger,Ferrari,1:19.561
14,14,Rubens Barrichello,Jordan Hart,1:19.593
11,15,Alessandro Zanardi,Lotus Ford,1:19.804
25,16,Martin Brundle,Ligier Renault,1:19.835
20,17,Erik Comas,Larrousse Lamborghini,1:19.868
9,18,Derek Warwick,Footwork Mugen Honda,1:20.064
10,19,Aguri Suzuki,Footwork Mugen Honda,1:20.232
23,20,Christian Fittipaldi,Minardi Ford,1:20.716
22,21,Luca Badoer,Lola Ferrari,1:20.908
3,22,Ukyo Katayama,Tyrrell Yamaha,1:20.991
4,23,Andrea de Cesaris,Tyrrell Yamaha,1:21.224
24,24,Fabrizio Barbazza,Minardi Ford,1:21.228
21,25,Michele Alboreto,Lola Ferrari,1:21.488
