,Position,Driver,Car,Time
12,1,Niki Lauda,Ferrari,1:25.430
8,2,Carlos Pace,Brabham Ford,1:25.470
9,3,Vittorio Brambilla,March Ford,1:25.660
11,4,Clay Regazzoni,Ferrari,1:25.850
16,5,Tom Pryce,Shadow Matra,1:25.940
7,6,Carlos Reutemann,Brabham Ford,1:26.090
23,7,Tony Brise,Lola Ford,1:26.220
1,8,Emerson Fittipaldi,McLaren Ford,1:26.260
3,9,Jody Scheckter,Tyrrell Ford,1:26.360
17,10,Jean-Pierre Jarier,Shadow Matra,1:26.380
24,11,James Hunt,Hesketh Ford,1:26.510
4,12,Patrick Depailler,Tyrrell Ford,1:26.740
26,13,Alan  Jones,Hesketh Ford,1:27.050
5,14,Ronnie Peterson,Lotus Ford,1:27.170
2,15,Jochen Mass,McLaren Ford,1:27.380
6,16,Jacky Ickx,Lotus Ford,1:27.400
21,17,Jacques Laffite,Frank Williams Racing Cars/Williams,1:27.700
18,18,John Watson,Surtees Ford,1:28.010
20,19,Arturo Merzario,Frank Williams Racing Cars/Williams,1:28.180
14,20,Bob Evans,BRM,1:28.570
28,21,Mark Donohue,March Ford,1:28.650
22,22,Francois  Migault,Lola Ford,1:29.570
10,23,Lella Lombardi,March Ford,1:29.710
30,24,Wilson Fittipaldi,Fittipaldi Ford,1:30.270
