,Position,Driver,Car,Time / Gap
12,1,Ayrton Senna,McLaren Honda,1:28.623
5,2,Nigel Mansell,Williams Judd,+0.021s
11,3,Alain Prost,McLaren Honda,+1.075s
16,4,Ivan Capelli,March Judd,+1.136s
19,5,Alessandro Nannini,Benetton Ford,+1.421s
15,6,Mauricio Gugelmin,March Judd,+1.796s
6,7,Riccardo Patrese,Williams Judd,+2.387s
28,8,Gerhard Berger,Ferrari,+2.632s
20,9,Thierry Boutsen,Benetton Ford,+3.111s
27,10,Michele Alboreto,Ferrari,+3.209s
1,11,Nelson Piquet,Lotus Honda,+3.271s
36,12,Alex Caffi,Dallara Ford,+3.289s
17,13,Derek Warwick,Arrows Megatron,+3.684s
30,14,Philippe Alliot,Lola Ford,+3.740s
23,15,Pierluigi Martini,Minardi Ford,+3.747s
25,16,Rene Arnoux,Ligier Judd,+3.898s
22,17,Andrea de Cesaris,Rial Ford,+3.899s
29,18,Yannick Dalmas,Lola Ford,+3.931s
2,19,Satoru Nakajima,Lotus Honda,+4.158s
18,20,Eddie  Cheever,Arrows Megatron,+4.278s
24,21,Luis Perez-Sala,Minardi Ford,+4.517s
31,22,Gabriele Tarquini,Coloni Ford,+4.631s
26,23,Stefan Johansson,Ligier Judd,+4.978s
3,24,Jonathan  Palmer,Tyrrell Ford,+4.992s
4,25,Julian Bailey,Tyrrell Ford,+5.171s
33,26,Stefano Modena,Euro Brun Ford,+5.321s
14,27,Philippe Streiff,AGS Ford,+5.347s
9,28,Piercarlo Ghinzani,Zakspeed,+5.892s
32,29,Oscar Larrauri,Euro Brun Ford,+5.975s
10,30,Bernd Schneider,Zakspeed,+6.596s
