,Position,Driver,Car,Time / Gap
1,1,Ayrton Senna,McLaren Honda,1:17.829
5,2,Nigel Mansell,Williams Renault,+0.151s
6,3,Riccardo Patrese,Williams Renault,+0.519s
28,4,Jean Alesi,Ferrari,+0.675s
20,5,Nelson Piquet,Benetton Ford,+1.161s
19,6,Roberto Moreno,Benetton Ford,+1.787s
2,7,Gerhard Berger,McLaren Honda,+1.900s
33,8,Andrea de Cesaris,Jordan Ford,+1.982s
16,9,Ivan Capelli,Leyton House Ilmor,+2.201s
24,10,Gianni Morbidelli,Minardi Ferrari,+2.258s
23,11,Pierluigi Martini,Minardi Ferrari,+2.436s
7,12,Martin Brundle,Brabham Yamaha,+2.569s
14,13,Olivier Grouillard,Fondmetal Ford,+2.655s
29,14,Eric Bernard,Lola Ford,+2.680s
27,15,Alain Prost,Ferrari,+2.827s
30,16,Aguri Suzuki,Lola Ford,+2.828s
11,17,Mika Hakkinen,Lotus Judd,+2.887s
22,18,Jyrki Jarvilehto,Dallara Judd,+3.200s
12,19,Johnny Herbert,Lotus Judd,+3.238s
4,20,Stefano Modena,Tyrrell Honda,+3.298s
32,21,Bertrand Gachot,Jordan Ford,+3.378s
15,22,Mauricio Gugelmin,Leyton House Ilmor,+3.397s
25,23,Thierry Boutsen,Ligier Lamborghini,+3.508s
8,24,Mark Blundell,Brabham Yamaha,+3.509s
17,25,Gabriele Tarquini,AGS Ford,+3.818s
3,26,Satoru Nakajima,Tyrrell Honda,+4.123s
26,27,Erik Comas,Ligier Lamborghini,+4.801s
9,28,Michele Alboreto,Footwork Porsche,+5.359s
18,29,Fabrizio Barbazza,AGS Ford,+5.613s
10,30,Stefan Johansson,Footwork Porsche,+6.583s
