,Position,Driver,Car,Time / Gap
5,1,Nigel Mansell,Williams Renault,1:16.832
4,2,Stefano Modena,Tyrrell Honda,+2.004s
2,3,Gerhard Berger,McLaren Honda,+2.108s
1,4,Ayrton Senna,McLaren Honda,+2.636s
3,5,Satoru Nakajima,Tyrrell Honda,+3.277s
29,6,Eric Bernard,Lola Ford,+3.504s
32,7,Bertrand Gachot,Jordan Ford,+3.513s
14,8,Olivier Grouillard,Fondmetal Ford,+3.831s
33,9,Andrea de Cesaris,Jordan Ford,+3.941s
30,10,Aguri Suzuki,Lola Ford,+4.153s
12,11,Johnny Herbert,Lotus Judd,+4.169s
11,12,Mika Hakkinen,Lotus Judd,+4.302s
7,13,Martin Brundle,Brabham Yamaha,+4.367s
26,14,Erik Comas,Ligier Lamborghini,+4.404s
24,15,Gianni Morbidelli,Minardi Ferrari,+4.501s
27,16,Alain Prost,Ferrari,+4.502s
23,17,Pierluigi Martini,Minardi Ferrari,+4.738s
22,18,Jyrki Jarvilehto,Dallara Judd,+4.861s
8,19,Mark Blundell,Brabham Yamaha,+4.862s
15,20,Mauricio Gugelmin,Leyton House Ilmor,+5.208s
19,21,Roberto Moreno,Benetton Ford,+5.232s
16,22,Ivan Capelli,Leyton House Ilmor,+5.640s
17,23,Gabriele Tarquini,AGS Ford,+5.882s
6,24,Riccardo Patrese,Williams Renault,+6.003s
28,25,Jean Alesi,Ferrari,+6.133s
18,26,Fabrizio Barbazza,AGS Ford,+6.209s
9,27,Michele Alboreto,Footwork Porsche,+6.537s
10,28,Stefan Johansson,Footwork Porsche,+6.602s
20,29,Nelson Piquet,Benetton Ford,+7.327s
25,30,Thierry Boutsen,Ligier Lamborghini,+7.418s
