,Position,Driver,Car,Time
6,1,Riccardo Patrese,Williams Renault,1:16.696
5,2,Nigel Mansell,Williams Renault,1:16.978
1,3,Ayrton Senna,McLaren Honda,1:17.264
28,4,Jean Alesi,Ferrari,1:18.129
2,5,Gerhard Berger,McLaren Honda,1:18.156
20,6,Nelson Piquet,Benetton Ford,1:18.168
27,7,Alain Prost,Ferrari,1:18.183
4,8,Stefano Modena,Tyrrell Honda,1:18.216
19,9,Roberto Moreno,Benetton Ford,1:18.375
14,10,Olivier Grouillard,Fondmetal Ford,1:18.453
33,11,Andrea de Cesaris,Jordan Ford,1:18.935
8,12,Mark Blundell,Brabham Yamaha,1:19.064
3,13,Satoru Nakajima,Tyrrell Honda,1:19.092
25,14,Thierry Boutsen,Ligier Lamborghini,1:19.201
23,15,Pierluigi Martini,Minardi Ferrari,1:19.215
22,16,Jyrki Jarvilehto,Dallara Judd,1:19.291
7,17,Martin Brundle,Brabham Yamaha,1:19.647
29,18,Eric Bernard,Lola Ford,1:19.785
30,19,Aguri Suzuki,Lola Ford,1:20.049
32,20,Bertrand Gachot,Jordan Ford,1:20.050
15,21,Mauricio Gugelmin,Leyton House Ilmor,1:20.200
16,22,Ivan Capelli,Leyton House Ilmor,1:20.252
24,23,Gianni Morbidelli,Minardi Ferrari,1:20.322
11,24,Mika Hakkinen,Lotus Judd,1:20.823
12,25,Johnny Herbert,Lotus Judd,1:20.830
9,26,Michele Alboreto,Footwork Porsche,1:21.178
