,Position,Driver,Car,Time
5,1,Nelson Piquet,Brabham Ford,1:27.328
27,2,Alan  Jones,Williams Ford,1:28.164
25,3,Didier Pironi,Ligier Ford,1:28.322
23,4,Bruno Giacomelli,Alfa Romeo,1:28.575
28,5,Carlos Reutemann,Williams Ford,1:28.663
21,6,Keke Rosberg,Fittipaldi Ford,1:28.702
7,7,John Watson,McLaren Ford,1:28.755
22,8,Andrea de Cesaris,Alfa Romeo,1:29.026
26,9,Jacques Laffite,Ligier Ford,1:29.130
6,10,Hector Rebaque,Brabham Ford,1:29.377
29,11,Riccardo Patrese,Arrows Ford,1:29.400
8,12,Alain Prost,McLaren Ford,1:29.804
15,13,Jean-Pierre Jabouille,Renault,1:29.932
31,14,Eddie  Cheever,Osella Ford,1:29.937
3,15,Jean-Pierre Jarier,Tyrrell Ford,1:30.070
20,16,Emerson Fittipaldi,Fittipaldi Ford,1:30.294
12,17,Elio de Angelis,Lotus Ford,1:30.316
11,18,Mario Andretti,Lotus Ford,1:30.559
14,19,Jan Lammers,Ensign Ford,1:30.668
4,20,Derek Daly,Tyrrell Ford,1:30.791
30,21,Jochen Mass,Arrows Ford,1:30.831
2,22,Gilles Villeneuve,Ferrari,1:30.855
16,23,Rene Arnoux,Renault,1:30.912
43,24,Mike Thackwell,Tyrrell Ford,1:31.036
