,Position,Driver,Car,Time
1,1,Max Verstappen,Red Bull Racing RBPT,1:17.775
63,2,George Russell,Mercedes,1:18.079
44,3,Lewis Hamilton,Mercedes,1:18.084
11,4,Sergio Perez,Red Bull Racing RBPT,1:18.128
55,5,Carlos Sainz,Ferrari,1:18.351
77,6,Valtteri Bottas,Alfa Romeo Ferrari,1:18.401
16,7,Charles Leclerc,Ferrari,1:18.555
4,8,Lando Norris,McLaren Mercedes,1:18.721
14,9,Fernando Alonso,Alpine Renault,1:18.939
31,10,Esteban Ocon,Alpine Renault,1:19.010
3,11,Daniel Ricciardo,McLaren Mercedes,1:19.325
24,12,Guanyu Zhou,Alfa Romeo Ferrari,1:19.476
22,13,Yuki Tsunoda,AlphaTauri RBPT,1:19.589
10,14,Pierre Gasly,AlphaTauri RBPT,1:19.672
47,15,Mick Schumacher,Haas Ferrari,1:20.419
5,16,Sebastian Vettel,Aston Martin Aramco Mercedes,1:20.419
23,17,Alexander Albon,Williams Mercedes,1:20.859
6,18,Nicholas Latifi,Williams Mercedes,1:21.167
20,19,Kevin Magnussen,Haas Ferrari,1:19.833
18,20,Lance Stroll,Aston Martin Aramco Mercedes,1:20.520
