,Position,Driver,Car,Time
2,1,Giancarlo Fisichella,Renault,1:33.840
12,2,Jenson Button,Honda,1:33.986
10,3,Nico Rosberg,Williams Cosworth,1:34.626
9,4,Mark Webber,Williams Cosworth,1:34.672
4,5,Juan Pablo Montoya,McLaren Mercedes,1:34.916
3,6,Kimi Räikkönen,McLaren Mercedes,1:34.983
1,7,Fernando Alonso,Renault,1:35.747
15,8,Christian Klien,RBR Ferrari,1:38.715
8,9,Jarno Trulli,Toyota,1:34.702
17,10,Jacques Villeneuve,Sauber BMW,1:34.752
16,11,Nick Heidfeld,Sauber BMW,1:34.783
21,12,Scott Speed,STR Cosworth,1:36.297
20,13,Vitantonio Liuzzi,STR Cosworth,1:36.581
5,14,Michael Schumacher,Ferrari,1:34.668
19,15,Christijan Albers,MF1 Toyota,1:37.426
18,16,Tiago Monteiro,MF1 Toyota,1:37.819
22,17,Takuma Sato,Super Aguri Honda,1:39.011
23,18,Yuji Ide,Super Aguri Honda,1:40.720
14,19,David Coulthard,RBR Ferrari,1:34.614
11,20,Rubens Barrichello,Honda,1:34.683
6,21,Felipe Massa,Ferrari,
7,22,Ralf Schumacher,Toyota,
