,Position,Driver,Car,Time
11,1,Niki Lauda,Ferrari,1:21.650
5,2,Mario Andretti,Lotus Ford,1:21.868
20,3,Jody Scheckter,Wolf Ford,1:21.887
12,4,Carlos Reutemann,Ferrari,1:22.260
26,5,Jacques Laffite,Ligier Matra,1:22.296
7,6,John Watson,Brabham Alfa Romeo,1:22.372
28,7,Emerson Fittipaldi,Fittipaldi Ford,1:22.382
1,8,James Hunt,McLaren Ford,1:22.529
34,9,Jean-Pierre Jarier,Penske Ford,1:22.611
3,10,Ronnie Peterson,Tyrrell Ford,1:22.655
19,11,Vittorio Brambilla,Surtees Ford,1:22.659
4,12,Patrick Depailler,Tyrrell Ford,1:22.675
22,13,Clay Regazzoni,Ensign Ford,1:22.762
17,14,Alan  Jones,Shadow Ford,1:23.056
2,15,Jochen Mass,McLaren Ford,1:23.231
6,16,Gunnar Nilsson,Lotus Ford,1:23.384
8,17,Hans-Joachim Stuck,Brabham Alfa Romeo,1:23.811
10,18,Brian Henton,March Ford,1:24.036
18,19,Hans Binder,Surtees Ford,1:24.163
16,20,Renzo Zorzi,Shadow Ford,1:24.357
30,21,Brett Lunger,McLaren Ford,1:24.979
9,22,Alex Ribeiro,March Ford,1:25.080
