,Position,Driver,Car,Lap,Time
2,1,Alain Prost,Williams Renault,53,1:41.176
25,2,Martin Brundle,Ligier Renault,49,1:42.119
7,3,Mika Hakkinen,McLaren Ford,13,1:43.158
8,4,Ayrton Senna,McLaren Ford,15,1:43.217
26,5,Mark Blundell,Ligier Renault,50,1:43.610
12,6,Johnny Herbert,Lotus Ford,51,1:44.144
15,7,Eddie Irvine,Jordan Hart,46,1:44.293
0,8,Damon Hill,Williams Renault,51,1:44.507
9,9,Derek Warwick,Footwork Mugen Honda,46,1:44.761
30,10,Jyrki Jarvilehto,Sauber,50,1:44.802
11,11,Pedro Lamy,Lotus Ford,49,1:45.389
14,12,Rubens Barrichello,Jordan Hart,49,1:45.578
28,13,Gerhard Berger,Ferrari,15,1:45.648
5,14,Michael Schumacher,Benetton Ford,3,1:45.988
29,15,Karl Wendlinger,Sauber,14,1:46.408
10,16,Aguri Suzuki,Footwork Mugen Honda,17,1:46.819
19,17,Toshio  Suzuki,Larrousse Lamborghini,49,1:46.819
6,18,Riccardo Patrese,Benetton Ford,5,1:47.373
24,19,Pierluigi Martini,Minardi Ford,50,1:47.533
3,20,Ukyo Katayama,Tyrrell Yamaha,15,1:47.816
27,21,Jean Alesi,Ferrari,5,1:47.823
23,22,Jean-Marc Gounon,Minardi Ford,11,1:48.940
20,23,Erik Comas,Larrousse Lamborghini,4,1:50.230
