,Position,Driver,Car,Lap,Time
0,1,Damon Hill,Williams Renault,24,1:56.597
5,2,Michael Schumacher,Benetton Ford,44,1:56.679
2,3,Nigel Mansell,Williams Renault,25,1:57.912
15,4,Eddie Irvine,Jordan Hart,31,1:58.095
27,5,Jean Alesi,Ferrari,24,1:58.438
30,6,Heinz-Harald Frentzen,Sauber Mercedes,19,1:59.612
7,7,Mika Hakkinen,McLaren Peugeot,24,1:59.831
4,8,Mark Blundell,Tyrrell Yamaha,20,2:00.437
9,9,Christian Fittipaldi,Footwork Ford,26,2:00.456
20,10,Erik Comas,Larrousse Ford,40,2:01.088
11,11,Mika Salo,Lotus Mugen Honda,43,2:01.811
26,12,Olivier Panis,Ligier Renault,39,2:02.413
31,13,David Brabham,Simtek Ford,41,2:03.105
12,14,Alessandro Zanardi,Lotus Mugen Honda,26,2:04.371
8,15,Martin Brundle,McLaren Peugeot,13,2:04.733
10,16,Gianni Morbidelli,Footwork Ford,13,2:06.206
14,17,Rubens Barrichello,Jordan Hart,13,2:07.632
28,18,Gerhard Berger,Ferrari,2,2:11.960
6,19,Johnny Herbert,Benetton Ford,2,2:12.194
3,20,Ukyo Katayama,Tyrrell Yamaha,2,2:16.655
23,21,Pierluigi Martini,Minardi Ford,2,2:19.252
25,22,Franck Lagorce,Larrousse Ford,2,2:20.381
24,23,Michele Alboreto,Minardi Ford,2,2:21.689
32,24,Taki Inoue,Simtek Ford,2,2:21.978
