,Position,Driver,Car,Time
44,1,Lewis Hamilton,Mercedes,1:12.812
6,2,Nico Rosberg,Mercedes,1:12.874
5,3,Sebastian Vettel,Ferrari,1:12.990
3,4,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:13.166
33,5,Max Verstappen,Red Bull Racing TAG Heuer,1:13.414
7,6,Kimi Räikkönen,Ferrari,1:13.579
77,7,Valtteri Bottas,Williams Mercedes,1:13.670
19,8,Felipe Massa,Williams Mercedes,1:13.769
27,9,Nico Hulkenberg,Force India Mercedes,1:13.952
14,10,Fernando Alonso,McLaren Honda,1:14.338
11,11,Sergio Perez,Force India Mercedes,1:14.317
22,12,Jenson Button,McLaren Honda,1:14.437
21,13,Esteban Gutierrez ,Haas Ferrari,1:14.571
8,14,Romain Grosjean,Haas Ferrari,1:14.803
26,15,Daniil Kvyat,Toro Rosso Ferrari,1:14.457
30,16,Jolyon Palmer,Renault,1:15.459
94,17,Pascal Wehrlein,MRT Mercedes,1:15.599
12,18,Felipe Nasr,Sauber Ferrari,1:16.663
88,19,Rio Haryanto,MRT Mercedes,1:17.052
55,20,Carlos Sainz,Toro Rosso Ferrari,1:21.956
9,21,Marcus Ericsson,Sauber Ferrari,1:15.635
20,22,Kevin Magnussen,Renault,
