,Position,Driver,Car,Time
3,1,Michael Schumacher,Ferrari,1:37.397
1,2,Mika Hakkinen,McLaren Mercedes,1:37.860
2,3,David Coulthard,McLaren Mercedes,1:37.889
4,4,Rubens Barrichello,Ferrari,1:37.896
12,5,Alexander Wurz,Benetton Playlife,1:38.644
22,6,Jacques Villeneuve,BAR Honda,1:38.653
7,7,Eddie Irvine,Jaguar Cosworth,1:38.696
9,8,Ralf Schumacher,Williams BMW,1:38.739
6,9,Jarno Trulli,Jordan Mugen Honda,1:38.909
5,10,Heinz-Harald Frentzen,Jordan Mugen Honda,1:38.988
23,11,Ricardo Zonta,BAR Honda,1:39.158
8,12,Johnny Herbert,Jaguar Cosworth,1:39.331
11,13,Giancarlo Fisichella,Benetton Playlife,1:39.387
18,14,Pedro de la Rosa,Arrows Supertec,1:39.443
19,15,Jos Verstappen,Arrows Supertec,1:39.489
10,16,Jenson Button,Williams BMW,1:39.563
17,17,Mika Salo,Sauber Petronas,1:39.591
14,18,Jean Alesi,Prost Peugeot,1:40.065
15,19,Nick Heidfeld,Prost Peugeot,1:40.148
16,20,Pedro Diniz,Sauber Petronas,1:40.521
20,21,Marc Gene,Minardi Fondmetal,1:40.662
21,22,Gaston Mazzacane,Minardi Fondmetal,1:42.078
