,Position,Driver,Car,Time
1,1,Jim Clark,Lotus Climax,1:57.240
6,2,Dan Gurney,Brabham Ford,1:58.100
8,3,Lorenzo Bandini,Ferrari,1:58.600
7,4,John Surtees,Ferrari,1:58.700
2,5,Mike Spence,Lotus Climax,1:59.210
3,6,Graham Hill,BRM,1:59.800
5,7,Jack Brabham,Brabham Ford,1:59.990
16,8,Jo Bonnier,Cooper Climax,2:00.170
18,9,Pedro Rodriguez,Ferrari,2:00.900
9,10,Bruce McLaren,Cooper Climax,2:01.120
4,11,Richie Ginther,BRM,2:01.150
15,12,Chris Amon,Lotus Climax,2:01.170
22,13,Jo Siffert,Cooper Climax,2:01.370
17,14,Moises Solana,Lotus Climax,2:01.430
10,15,Phil Hill,Cooper Climax,2:02.000
11,16,Innes Ireland,Lotus BRM,2:02.350
14,17,Mike Hailwood,Lotus Climax,2:04.110
12,18,Trevor  Taylor ,Lotus BRM,2:04.900
23,19,Hap  Sharp ,Cooper Climax,2:06.900
