,Position,Driver,Car,Time
7,1,Stirling Moss,Cooper Climax,3:00.000
8,2,Jack Brabham,Cooper Climax,3:03.000
19,3,Harry Schell,Cooper Climax,3:05.200
2,4,Tony Brooks,Ferrari,3:05.900
6,5,Maurice  Trintignant,Cooper Climax,3:06.000
4,6,Wolfgang von Trips,Ferrari,3:06.200
3,7,Cliff Allison,Ferrari,3:06.800
5,8,Phil Hill,Ferrari,3:07.200
10,9,Innes Ireland,Lotus Climax,3:08.200
9,10,Bruce McLaren,Cooper Climax,3:08.600
12,11,Roy Salvadori,Cooper Climax,3:12.000
11,12,Alan  Stacey ,Lotus Climax,3:13.800
18,13,Bob  Said ,Connaught Alta,3:27.300
14,14,Alessandro de Tomaso,Cooper OSCA,3:28.000
16,15,George  Constantine,Cooper Climax,3:30.600
17,16,Harry  Blanchard ,Porsche,3:32.700
15,17,Fritz d'Orey,Tec-Mec Maserati,3:33.400
22,18,Phil   Cade,Maserati,3:39.000
1,19,Rodger Ward,Kurtis Kraft Offenhauser,3:43.800
