,Position,Driver,Car,Time
55,1,Jean-Pierre Jarier,Lotus Ford,1:38.015
20,2,Jody Scheckter,Wolf Ford,1:38.026
12,3,Gilles Villeneuve,Ferrari,1:38.230
2,4,John Watson,Brabham Alfa Romeo,1:38.417
27,5,Alan  Jones,Williams Ford,1:38.861
14,6,Emerson Fittipaldi,Fittipaldi Ford,1:38.930
1,7,Niki Lauda,Brabham Alfa Romeo,1:39.020
16,8,Hans-Joachim Stuck,Shadow Ford,1:39.081
5,9,Mario Andretti,Lotus Ford,1:39.236
26,10,Jacques Laffite,Ligier Matra,1:39.381
11,11,Carlos Reutemann,Ferrari,1:39.455
35,12,Riccardo Patrese,Arrows Ford,1:39.491
4,13,Patrick Depailler,Tyrrell Ford,1:39.619
66,14,Nelson Piquet,Brabham Alfa Romeo,1:39.624
22,15,Derek Daly,Ensign Ford,1:40.042
18,16,Rene Arnoux,Surtees Ford,1:40.515
8,17,Patrick Tambay,McLaren Ford,1:40.669
3,18,Didier Pironi,Tyrrell Ford,1:40.959
7,19,James Hunt,McLaren Ford,1:40.970
21,20,Bobby Rahal,Wolf Ford,1:40.983
32,21,Keke Rosberg,ATS Ford,1:41.611
15,22,Jean-Pierre Jabouille,Renault,1:41.689
