,Position,Driver,Car,Lap,Time
5,1,Michael Schumacher,Ferrari,34,1:24.475
3,2,Jacques Villeneuve,Williams Renault,42,1:25.082
6,3,Eddie Irvine,Ferrari,43,1:25.236
11,4,Ralf Schumacher,Jordan Peugeot,35,1:25.872
9,5,Mika Hakkinen,McLaren Mercedes,38,1:25.988
12,6,Giancarlo Fisichella,Jordan Peugeot,57,1:26.119
16,7,Johnny Herbert,Sauber Petronas,34,1:26.232
7,8,Jean Alesi,Benetton Renault,50,1:26.260
8,9,Alexander Wurz,Benetton Renault,51,1:26.429
1,10,Damon Hill,Arrows Yamaha,57,1:26.471
10,11,David Coulthard,McLaren Mercedes,57,1:26.475
14,12,Jarno Trulli,Prost Mugen Honda,57,1:26.610
15,13,Shinji Nakano,Prost Mugen Honda,24,1:26.778
2,14,Pedro Diniz,Arrows Yamaha,25,1:27.111
23,15,Jan Magnussen,Stewart Ford,32,1:27.586
17,16,Norberto Fontana,Sauber Petronas,17,1:27.783
22,17,Rubens Barrichello,Stewart Ford,35,1:27.877
19,18,Mika Salo,Tyrrell Ford,35,1:28.053
21,19,Tarso Marques,Minardi Hart,32,1:29.100
18,20,Jos Verstappen,Tyrrell Ford,25,1:29.137
