,Position,Driver,Car,Time
5,1,Jim Clark,Lotus Climax,1:47.560
9,2,Chris Amon,Ferrari,1:48.040
11,3,Dan Gurney,Eagle Climax,1:48.100
6,4,Graham Hill,Lotus Climax,1:48.740
1,5,Jack Brabham,Brabham Repco,1:49.080
2,6,Denny Hulme,Brabham Repco,1:49.460
3,7,John Surtees,Honda,1:49.800
14,8,Bruce McLaren,McLaren BRM,1:50.060
18,9,Moises Solana,Lotus Climax,1:50.520
15,10,Jo Siffert,Cooper Maserati,1:51.890
8,11,Mike Spence,BRM,1:52.250
7,12,Jackie Stewart,BRM,1:52.340
21,13,Pedro Rodriguez,Cooper Maserati,1:52.850
22,14,Jean-Pierre Beltoise,Matra Ford,1:53.080
17,15,Chris   Irwin,Lotus BRM,1:54.380
12,16,Jonathan  Williams ,Ferrari,1:54.800
16,17,Jo Bonnier,Cooper Maserati,1:55.570
10,18,Mike  Fisher ,Lotus BRM,1:57.410
19,19,Guy  Ligier ,Cooper Maserati,1:58.450
