,Position,Driver,Car,Time
1,1,Graham Hill,BRM,1:13.400
8,2,Jim Clark,Lotus Climax,1:13.500
23,3,John Surtees,Ferrari,1:13.700
2,4,Richie Ginther,BRM,1:14.000
5,5,Jack Brabham,Lotus Climax,1:14.200
6,6,Dan Gurney,Lotus Climax,1:14.500
9,7,Trevor  Taylor ,Lotus Climax,1:15.600
17,8,Masten Gregory,Lola Climax,1:15.600
24,9,Lorenzo Bandini,Ferrari,1:15.800
4,10,Tony Maggs,Cooper Climax,1:15.800
3,11,Bruce McLaren,Cooper Climax,1:15.900
11,12,Jo Bonnier,Cooper Climax,1:16.300
10,13,Pedro Rodriguez,Lotus Climax,1:16.500
14,14,Jo Siffert,Lotus BRM,1:16.500
25,15,Phil Hill,ATS,1:17.100
16,16,Jim  Hall ,Lotus BRM,1:17.700
18,17,Rodger Ward,Lola Climax,1:19.200
22,18,Hap  Sharp ,Lola Climax,1:20.000
12,19,Carel Godin de Beaufort ,Porsche,1:22.300
26,20,Giancarlo Baghetti,ATS,1:25.200
21,21,Peter Broeker ,Stebro Ford,1:28.600
