,Position,Driver,Car,Time
44,1,Lewis Hamilton,Mercedes,1:59.431
1,2,Sebastian Vettel,Red Bull Racing Renault,1:59.486
6,3,Nico Rosberg,Mercedes,2:00.050
14,4,Fernando Alonso,Ferrari,2:00.175
3,5,Daniel Ricciardo,Red Bull Racing Renault,2:00.541
7,6,Kimi Räikkönen,Ferrari,2:01.218
27,7,Nico Hulkenberg,Force India Mercedes,2:01.712
20,8,Kevin Magnussen,McLaren Mercedes,2:02.213
25,9,Jean-Eric Vergne,STR Renault,2:03.078
22,10,Jenson Button,McLaren Mercedes,2:04.053
26,11,Daniil Kvyat,STR Renault,2:02.351
21,12,Esteban Gutierrez ,Sauber Ferrari,2:02.369
19,13,Felipe Massa,Williams Mercedes,2:02.460
11,14,Sergio Perez,Force India Mercedes,2:02.511
8,15,Romain Grosjean,Lotus Renault,2:02.885
13,16,Pastor Maldonado,Lotus Renault,2:02.074
99,17,Adrian Sutil,Sauber Ferrari,2:02.131
77,18,Valtteri Bottas,Williams Mercedes,2:02.756
17,19,Jules Bianchi,Marussia Ferrari,2:02.702
10,20,Kamui Kobayashi,Caterham Renault,2:03.595
4,21,Max Chilton,Marussia Ferrari,2:04.388
9,22,Marcus Ericsson,Caterham Renault,2:04.407
