,Position,Driver,Car,Time
1,1,Michael Schumacher,Ferrari,1:35.220
2,2,Rubens Barrichello,Ferrari,1:35.319
5,3,Ralf Schumacher,Williams BMW,1:35.511
3,4,Mika Hakkinen,McLaren Mercedes,1:36.040
12,5,Jarno Trulli,Jordan Honda,1:36.180
6,6,Juan Pablo Montoya,Williams BMW,1:36.218
10,7,Jacques Villeneuve,BAR Honda,1:36.397
4,8,David Coulthard,McLaren Mercedes,1:36.417
11,9,Heinz-Harald Frentzen,Jordan Honda,1:36.578
9,10,Olivier Panis,BAR Honda,1:36.681
16,11,Nick Heidfeld,Sauber Petronas,1:36.913
18,12,Eddie Irvine,Jaguar Cosworth,1:37.140
22,13,Jean Alesi,Prost Acer,1:37.406
17,14,Kimi Räikkönen,Sauber Petronas,1:37.728
19,15,Luciano Burti,Jaguar Cosworth,1:38.035
7,16,Giancarlo Fisichella,Benetton Renault,1:38.086
8,17,Jenson Button,Benetton Renault,1:38.258
14,18,Jos Verstappen,Arrows Asiatech,1:38.509
23,19,Gaston Mazzacane,Prost Acer,1:39.006
20,20,Tarso Marques,Minardi European,1:39.714
21,21,Fernando Alonso,Minardi European,1:40.249
15,22,Enrique Bernoldi,Arrows Asiatech,
