,Position,Driver,Car,Time
8,1,Jim Clark,Lotus Climax,1:58.800
23,2,John Surtees,Ferrari,2:00.500
1,3,Graham Hill,BRM,2:00.600
6,4,Dan Gurney,Lotus Climax,2:01.600
2,5,Richie Ginther,BRM,2:01.800
3,6,Bruce McLaren,Cooper Climax,2:02.300
24,7,Lorenzo Bandini,Ferrari,2:02.400
11,8,Jo Bonnier,Cooper Climax,2:02.600
14,9,Jo Siffert,Lotus BRM,2:03.300
5,10,Jack Brabham,Lotus Climax,2:03.600
13,11,Moises Solana,Cooper Climax,2:04.100
9,12,Trevor  Taylor ,Lotus Climax,2:04.900
4,13,Tony Maggs,Cooper Climax,2:05.200
17,14,Masten Gregory,Lola Climax,2:05.500
16,15,Jim  Hall ,Lotus BRM,2:06.100
22,16,Hap  Sharp ,Lola Climax,2:07.700
25,17,Phil Hill,ATS,2:13.600
12,18,Carel Godin de Beaufort ,Porsche,2:14.100
18,19,Chris Amon,Lola Climax,2:14.700
10,20,Pedro Rodriguez,Lotus Climax,2:15.300
26,21,Giancarlo Baghetti,ATS,2:22.300
