,Position,Driver,Car,Time
1,1,Ayrton Senna,McLaren Honda,1:09.099
2,2,Alain Prost,McLaren Honda,1:09.266
27,3,Nigel Mansell,Ferrari,1:09.488
28,4,Gerhard Berger,Ferrari,1:09.855
6,5,Riccardo Patrese,Williams Renault,1:09.865
15,6,Mauricio Gugelmin,March Judd,1:10.336
5,7,Thierry Boutsen,Williams Renault,1:10.376
16,8,Ivan Capelli,March Judd,1:10.650
19,9,Alessandro Nannini,Benetton Ford,1:10.798
11,10,Nelson Piquet,Lotus Judd,1:10.925
23,11,Pierluigi Martini,Minardi Ford,1:11.368
30,12,Philippe Alliot,Lola Lamborghini,1:11.541
29,13,Eric Bernard,Lola Lamborghini,1:11.687
8,14,Stefano Modena,Brabham Judd,1:11.755
24,15,Luis Perez-Sala,Minardi Ford,1:11.826
12,16,Satoru Nakajima,Lotus Judd,1:11.960
17,17,Nicola Larini,Osella Ford,1:12.061
3,18,Jonathan  Palmer,Tyrrell Ford,1:12.070
9,19,Derek Warwick,Arrows Ford,1:12.208
7,20,Martin Brundle,Brabham Judd,1:12.327
37,21,Bertrand Gachot,Onyx Ford,1:12.329
4,22,Jean Alesi,Tyrrell Ford,1:12.341
31,23,Roberto Moreno,Coloni Ford,1:12.412
26,24,Olivier Grouillard,Ligier Ford,1:12.605
22,25,Andrea de Cesaris,Dallara Ford,1:12.904
20,26,Emanuele Pirro,Benetton Ford,1:13.148
