,Position,Driver,Car,Time
15,1,Jean-Pierre Jabouille,Renault,2:21.400
25,2,Didier Pironi,Ligier Ford,2:21.650
2,3,Gilles Villeneuve,Ferrari,2:22.170
28,4,Carlos Reutemann,Williams Ford,1:22.260
26,5,Jacques Laffite,Ligier Ford,2:22.300
16,6,Rene Arnoux,Renault,2:22.310
12,7,Elio de Angelis,Lotus Ford,2:22.400
1,8,Jody Scheckter,Ferrari,2:23.020
5,9,Nelson Piquet,Brabham Ford,2:23.160
27,10,Alan  Jones,Williams Ford,2:23.380
11,11,Mario Andretti,Lotus Ford,2:23.460
14,12,Clay Regazzoni,Ensign Ford,2:24.850
8,13,Alain Prost,McLaren Ford,2:24.950
29,14,Riccardo Patrese,Arrows Ford,2:25.060
21,15,Keke Rosberg,Fittipaldi Ford,2:25.740
30,16,Jochen Mass,Arrows Ford,2:25.750
23,17,Bruno Giacomelli,Alfa Romeo,2:25.800
6,18,Ricardo Zunino,Brabham Ford,2:26.530
20,19,Emerson Fittipaldi,Fittipaldi Ford,2:26.860
9,20,Marc Surer,ATS Ford,2:27.100
22,21,Patrick Depailler,Alfa Romeo,2:27.110
3,22,Jean-Pierre Jarier,Tyrrell Ford,2:27.150
7,23,John Watson,McLaren Ford,2:27.290
4,24,Derek Daly,Tyrrell Ford,2:28.210
